,uniware_sku_id,style_id,pd_size,fit,sub_category,sub_brand,store_category,warehouse,opening_total_inventory,weekly_opening_inventory,current_total_inventory,intransit_inventory,unbroken_days,L45_sold_qty,L30_sold_qty,L15_sold_qty,L7_sold_qty,l30_ros,unbroken_l30_ros,broken_flag,style_ros,sales_size_ratio,cap_ros,final_unbroken_l30_ros,inventory,expected_demand_in_16_days,inventory_need_to_inward,available_inventory_to_inward,replen_flag,possible_inward,store_capacity,total_styles,sales_cover,po_qty,updated_at,store_name,style_broken_flag,Remark,pred
14,1379773,654847,xl,super loose fit,trackpants,bewakoof heavy duty,female-joggers,bk_ebo_008,0,0,0,1,9,1,1,1,0,0.03333333333333333,0.1111111111111111,1,1.367833800186741,0.1029411764705882,0.1666666666666667,0.1111111111111111,88,1,1,1,Replen,1,0,0,0.268438618776363,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
15,1442706,691871,xl,oversized fit,sweatshirts,bewakoof heavy duty,male-sweatshirts,bk_ebo_008,0,0,0,1,7,2,2,1,0,0.06666666666666667,0.2857142857142857,1,1.353679653679654,0.1363636363636364,0.2857142857142857,0.2857142857142857,2,2,2,2,Replen,2,0,0,0.1973199065268238,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
16,1379763,654846,m,super loose fit,joggers,bewakoof heavy duty,female-joggers,bk_ebo_008,0,0,0,4,3,1,1,1,0,0.03333333333333333,0.3333333333333333,1,1.333333333333333,0.2105263157894736,1.0,0.3333333333333333,103,3,4,4,Replen,4,0,0,0.2983957188455713,4,2025-12-03,bk_ebo_008,1,NON EOSS,4.0
17,1379764,654846,l,super loose fit,joggers,bewakoof heavy duty,female-joggers,bk_ebo_008,0,0,0,3,2,1,1,1,0,0.03333333333333333,0.5,1,1.333333333333333,0.3233082706766917,0.2857142857142857,0.2857142857142857,84,2,3,3,Replen,3,0,0,0.324073233190607,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
18,1379765,654846,xl,super loose fit,joggers,bewakoof heavy duty,female-joggers,bk_ebo_008,0,0,0,2,2,1,1,1,0,0.03333333333333333,0.5,1,1.333333333333333,0.1428571428571428,0.1666666666666667,0.1666666666666667,57,2,2,2,Replen,2,0,0,0.3390517832252112,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
19,1009726,497714,xl,oversized fit,sweaters,bewakoof,male-sweaters,bk_ebo_008,0,0,0,0,3,1,1,1,0,0.03333333333333333,0.3333333333333333,1,1.257575757575758,0.1224489795918367,0.3333333333333333,0.3333333333333333,94,3,3,3,Replen,3,0,0,0.0767113984083163,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
20,1009730,497714,2xl,oversized fit,sweaters,bewakoof,male-sweaters,bk_ebo_008,0,0,0,2,3,1,1,1,0,0.03333333333333333,0.3333333333333333,1,1.257575757575758,0.1173469387755102,0.3333333333333333,0.3333333333333333,61,3,3,3,Replen,3,0,0,0.1073959577716428,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
21,1425186,682766,m,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_008,0,0,1,0,6,2,2,2,2,0.06666666666666667,0.3333333333333333,0,1.083333333333333,0.2486631016042781,0.5,0.3333333333333333,97,3,4,4,Replen,4,0,0,0.4365027412725838,4,2025-12-03,bk_ebo_008,0,NON EOSS,4.0
22,1425183,682766,s,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_008,0,0,2,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,0,1.083333333333333,0.2058823529411765,0.6666666666666666,0.1666666666666667,43,2,3,3,Replen,3,0,0,0.4496794175516827,3,2025-12-03,bk_ebo_008,0,NON EOSS,3.0
23,1425203,682766,l,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_008,0,0,2,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,0,1.083333333333333,0.232620320855615,1.0,0.1666666666666667,6,2,3,3,Replen,3,0,0,0.4602207585749619,3,2025-12-03,bk_ebo_008,0,NON EOSS,3.0
24,1397171,664150,l,oversized fit,trackpants,bewakoof,male-joggers,bk_ebo_008,0,0,0,0,3,3,3,0,0,0.1,1.0,1,1.033333333333333,0.28125,1.0,1.0,46,7,8,8,Replen,8,0,0,0.2418054728655476,8,2025-12-03,bk_ebo_008,1,NON EOSS,8.0
25,1397161,664150,s,oversized fit,trackpants,bewakoof,male-joggers,bk_ebo_008,4,0,0,0,0,1,0,0,0,0.0,0.0,1,1.033333333333333,0.140625,0.2307692307692308,0.1453125,25,2,3,3,Replen,3,0,0,0.2560252639030365,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
26,1397172,664150,xl,oversized fit,trackpants,bewakoof,male-joggers,bk_ebo_008,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1.033333333333333,0.109375,0.2,0.1130208333333333,40,1,1,1,Replen,1,0,0,0.267085101376639,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
27,719657,368338,m,oversized fit,hoodies,bewakoof heavy duty,female-hoodies,bk_ebo_008,0,0,0,4,1,1,1,1,0,0.03333333333333333,1.0,1,1.0,0.2409326424870466,0.2380952380952381,0.2380952380952381,84,2,3,3,Replen,3,0,0,0.197335531148643,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
28,1388333,659634,32,regular fit,pants,bewakoof,male-cargo_pants/pants,bk_ebo_008,2,0,0,0,1,2,1,0,0,0.03333333333333333,1.0,0,1.0,0.25,0.1666666666666667,0.1666666666666667,36,2,2,2,Replen,2,0,0,0.07904352144020711,2,2025-12-03,bk_ebo_008,0,NON EOSS,2.0
29,1425301,682785,2xl,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_008,1,0,0,1,2,2,1,1,1,0.03333333333333333,0.5,1,0.9986772486772487,0.09585492227979274,0.3333333333333333,0.3333333333333333,33,3,3,3,Replen,3,0,0,0.2254307593121786,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
30,1425298,682785,m,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_008,6,1,0,4,27,6,5,4,1,0.1666666666666667,0.1851851851851852,1,0.9986772486772487,0.2409326424870466,0.2380952380952381,0.1851851851851852,17,2,2,2,Replen,2,0,0,0.2410392194030317,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
31,1425297,682785,s,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_008,6,0,0,0,6,6,1,0,0,0.03333333333333333,0.1666666666666667,1,0.9986772486772487,0.1994818652849741,0.6666666666666666,0.1666666666666667,8,2,3,3,Replen,3,0,0,0.2550868334847995,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
32,1361331,646462,l,oversized fit,joggers,bewakoof,male-joggers,bk_ebo_008,3,0,0,0,4,5,2,0,0,0.06666666666666667,0.5,1,0.9748917748917749,0.3333333333333333,1.0,0.5,223,4,5,5,Replen,3,0,0,0.319275302173731,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
33,1361332,646462,xl,oversized fit,joggers,bewakoof,male-joggers,bk_ebo_008,1,0,0,0,10,2,2,0,0,0.06666666666666667,0.2,1,0.9748917748917749,0.1472868217054264,0.2,0.2,222,2,2,2,Replen,2,0,0,0.3388466274726404,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
34,1361333,646462,2xl,oversized fit,joggers,bewakoof,male-joggers,bk_ebo_008,0,2,1,0,22,4,3,1,1,0.1,0.1363636363636364,0,0.9748917748917749,0.0930232558139535,0.3333333333333333,0.1363636363636364,273,1,1,1,Replen,1,0,0,0.3521907129037151,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
35,1361330,646462,m,oversized fit,joggers,bewakoof,male-joggers,bk_ebo_008,0,1,1,0,22,4,2,0,0,0.06666666666666667,0.09090909090909091,0,0.9748917748917749,0.2170542635658915,0.5,0.09090909090909091,207,1,2,2,Replen,2,0,0,0.3610867698577649,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
36,1242858,596549,l,oversized fit,hoodies,bewakoof heavy duty,male-hoodies,bk_ebo_008,2,1,1,0,11,6,4,4,3,0.1333333333333333,0.3636363636363636,0,0.9724025974025974,0.232620320855615,1.0,0.3636363636363636,7,3,4,4,Replen,3,0,0,0.5385004135235821,3,2025-12-03,bk_ebo_008,0,NON EOSS,3.0
37,1278813,609829,l,oversized fit,joggers,bewakoof air,female-joggers,bk_ebo_008,0,0,0,3,2,1,1,1,0,0.03333333333333333,0.5,1,0.952020202020202,0.3233082706766917,0.2857142857142857,0.2857142857142857,174,2,3,3,Replen,3,0,0,0.4687344927353365,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
38,1278811,609829,m,oversized fit,joggers,bewakoof air,female-joggers,bk_ebo_008,0,0,0,3,4,1,1,1,0,0.03333333333333333,0.25,1,0.952020202020202,0.2105263157894737,1.0,0.25,162,2,3,3,Replen,3,0,0,0.4912023177872428,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
39,1278815,609829,xl,oversized fit,joggers,bewakoof air,female-joggers,bk_ebo_008,0,1,0,0,9,1,1,1,1,0.03333333333333333,0.1111111111111111,1,0.952020202020202,0.1428571428571429,0.1666666666666667,0.1111111111111111,132,1,1,1,Replen,1,0,0,0.5011880178103122,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
40,1421012,680242,m,oversized fit,sweaters,bewakoof,male-sweaters,bk_ebo_008,0,0,10,0,7,6,5,2,2,0.1666666666666667,0.7142857142857143,0,0.9347985347985348,0.3061224489795918,0.7142857142857143,0.7142857142857143,22,5,6,6,Replen,6,0,0,0.2116394898016452,6,2025-12-03,bk_ebo_008,0,NON EOSS,6.0
41,1421017,680242,2xl,oversized fit,sweaters,bewakoof,male-sweaters,bk_ebo_008,0,0,1,1,13,2,2,1,1,0.06666666666666667,0.1538461538461539,0,0.9347985347985348,0.1173469387755102,0.3333333333333333,0.1538461538461539,17,2,2,2,Replen,2,0,0,0.2258015941231805,2,2025-12-03,bk_ebo_008,0,NON EOSS,2.0
42,1350220,641019,xl,oversized fit,sweaters,bewakoof,female-sweaters,bk_ebo_008,4,0,0,2,7,4,2,0,0,0.06666666666666667,0.2857142857142857,1,0.9253968253968253,0.116504854368932,0.2857142857142857,0.2857142857142857,11,2,2,2,Replen,2,0,0,0.3772458051450232,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
43,1350222,641019,2xl,oversized fit,sweaters,bewakoof,female-sweaters,bk_ebo_008,0,0,0,1,0,0,0,0,0,0.0,0.0,1,0.9253968253968253,0.1116504854368932,0.05263157894736842,0.1033210047773155,53,1,1,1,Replen,1,0,0,0.4391470071123335,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
44,1254589,602500,2xl,regular fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_008,1,0,1,0,6,2,2,1,1,0.06666666666666667,0.3333333333333333,0,0.867099567099567,0.1136363636363636,0.3333333333333333,0.3333333333333333,18,3,3,3,Replen,2,0,0,0.2725576514111629,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
45,1254586,602500,m,regular fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_008,4,0,0,0,9,2,0,0,0,0.0,0.0,1,0.867099567099567,0.2181818181818182,0.25,0.189185360094451,3,2,3,3,Replen,3,0,0,0.2858856864632319,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
46,1274090,602500,3xl,regular fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_008,1,1,0,0,7,2,1,1,1,0.03333333333333333,0.1428571428571428,0,0.867099567099567,0.07727272727272728,0.3333333333333333,0.1428571428571428,1,1,1,1,Replen,1,0,0,0.3076915184828113,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
47,1420888,680221,m,oversized fit,sweaters,bewakoof,male-sweaters,bk_ebo_008,0,0,2,0,26,4,4,1,0,0.1333333333333333,0.1538461538461539,0,0.8474358974358974,0.3061224489795918,0.7142857142857143,0.1538461538461539,5,2,3,3,Replen,3,0,0,0.2997985892032026,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
48,1445981,694294,2xl,oversized fit,t-shirts,bewakoof heavy duty,female-t-shirts,bk_ebo_008,0,0,0,0,3,1,1,1,1,0.03333333333333333,0.3333333333333333,1,0.8333333333333333,0.07920792079207921,0.3333333333333333,0.3333333333333333,7,3,3,3,Replen,3,0,0,0.07099544411921506,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
49,1445941,694294,s,oversized fit,t-shirts,bewakoof heavy duty,female-t-shirts,bk_ebo_008,0,0,2,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,0,0.8333333333333333,0.2227722772277228,0.1666666666666667,0.1666666666666667,132,2,3,3,Replen,3,0,0,0.1064931661788226,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
50,1445938,694294,xs,oversized fit,t-shirts,bewakoof heavy duty,female-t-shirts,bk_ebo_008,0,0,2,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,0,0.8333333333333333,0.06435643564356436,0.1666666666666667,0.1666666666666667,112,2,3,3,Replen,3,0,0,0.1419908882384301,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
51,1445984,694294,3xl,oversized fit,t-shirts,bewakoof heavy duty,female-t-shirts,bk_ebo_008,0,0,0,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,0,0.8333333333333333,0.009900990099009901,0.1666666666666667,0.1666666666666667,1,2,2,1,Replen,1,0,0,0.1774886102980376,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
52,1424969,682729,2xl,oversized fit,sweatshirts,bewakoof heavy duty,female-sweatshirts,bk_ebo_008,0,0,0,2,4,2,1,1,1,0.03333333333333333,0.25,1,0.8277777777777777,0.1082251082251082,0.25,0.25,42,2,2,2,Replen,2,0,0,0.2248437746624405,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
53,1425026,682738,xl,oversized fit,hoodies,bewakoof heavy duty,female-hoodies,bk_ebo_008,0,1,1,0,17,1,1,0,0,0.03333333333333333,0.05882352941176471,0,0.8126275797675392,0.1476683937823834,0.25,0.05882352941176471,5,1,1,1,Replen,1,0,0,0.5772777786291522,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
54,1375499,652463,38,baggy fit,jeans,bewakoof,male-jeans,bk_ebo_008,0,0,0,0,3,1,1,1,0,0.03333333333333333,0.3333333333333333,0,0.75,0.0945945945945946,0.3333333333333333,0.3333333333333333,24,3,3,3,Replen,3,0,0,0.4165739462707787,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
55,1375493,652463,32,baggy fit,jeans,bewakoof,male-jeans,bk_ebo_008,0,0,0,0,4,1,1,1,1,0.03333333333333333,0.25,1,0.75,0.2432432432432433,0.25,0.25,43,2,2,2,Replen,2,0,0,0.454529865340996,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
56,1375491,652463,30,baggy fit,jeans,bewakoof,male-jeans,bk_ebo_008,0,0,1,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,0,0.75,0.2162162162162162,0.3333333333333333,0.1666666666666667,23,2,2,2,Replen,2,0,0,0.4798338113878076,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
57,1414905,596789,3xl,oversized fit,sweatshirts,bewakoof,male-sweatshirts,bk_ebo_008,0,0,0,3,3,1,1,1,0,0.03333333333333333,0.3333333333333333,0,0.739423076923077,0.07727272727272728,0.3333333333333333,0.3333333333333333,10,3,3,3,Replen,3,0,0,0.4048145135199911,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
58,1413531,644532,3xl,oversized fit,hoodies,bewakoof heavy duty,male-hoodies,bk_ebo_008,1,0,0,0,3,2,1,1,0,0.03333333333333333,0.3333333333333333,0,0.7333333333333334,0.06149732620320855,0.4,0.3333333333333333,3,3,3,3,Replen,3,0,0,0.5943539294973961,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
59,1425069,682744,m,oversized fit,jackets,bewakoof,male-jackets,bk_ebo_008,0,1,0,0,28,3,3,1,1,0.1,0.1071428571428571,1,0.6928571428571428,0.2631578947368421,0.1666666666666667,0.1071428571428571,1,1,2,1,Replen,1,0,0,0.1078170901380101,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
60,1254630,602509,l,regular fit,sweatshirts,bewakoof,female-sweatshirts,bk_ebo_008,0,0,0,0,7,2,2,2,0,0.06666666666666667,0.2857142857142857,1,0.6876750700280112,0.2523364485981309,0.4285714285714285,0.2857142857142857,1,2,3,1,Replen,1,0,0,0.357398652382698,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
61,1254620,602509,s,regular fit,sweatshirts,bewakoof,female-sweatshirts,bk_ebo_008,0,1,1,0,17,2,2,1,0,0.06666666666666667,0.1176470588235294,0,0.6876750700280112,0.2149532710280374,0.1428571428571428,0.1176470588235294,49,1,2,2,Replen,2,0,0,0.4010437218742836,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
62,1254625,602509,m,regular fit,sweatshirts,bewakoof,female-sweatshirts,bk_ebo_008,0,1,1,0,17,2,2,2,0,0.06666666666666667,0.1176470588235294,0,0.6876750700280112,0.2242990654205608,0.1666666666666667,0.1176470588235294,34,1,2,2,Replen,2,0,0,0.4191037506294225,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
63,1446067,694312,s,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_008,0,0,2,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,0,0.6666666666666666,0.1994818652849741,0.6666666666666666,0.1666666666666667,1,2,3,1,Replen,1,0,0,0.59132539271092,1,2025-12-03,bk_ebo_008,0,NON EOSS,1.0
64,1446070,694312,m,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_008,0,0,2,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,0,0.6666666666666666,0.2409326424870466,0.2380952380952381,0.1666666666666667,8,2,3,3,Replen,3,0,0,0.6053730067926878,3,2025-12-03,bk_ebo_008,0,NON EOSS,3.0
65,1446073,694312,l,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_008,0,0,1,0,6,1,1,1,1,0.03333333333333333,0.1666666666666667,0,0.6666666666666666,0.2253886010362694,0.25,0.1666666666666667,14,2,3,3,Replen,3,0,0,0.6194206208744556,3,2025-12-03,bk_ebo_008,0,NON EOSS,3.0
66,1425144,682762,m,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_008,0,1,1,0,30,2,2,0,0,0.06666666666666667,0.06666666666666667,0,0.6598039215686274,0.2486631016042781,0.5,0.06666666666666667,9,1,2,2,Replen,2,0,0,0.6301634850323591,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
67,1420946,680229,2xl,oversized fit,sweaters,bewakoof,male-sweaters,bk_ebo_008,3,0,0,0,14,3,3,0,0,0.1,0.2142857142857143,1,0.6571428571428571,0.1173469387755102,0.3333333333333333,0.2142857142857143,3,2,2,2,Replen,2,0,0,0.3296738854624413,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
68,1350085,640994,l,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_008,0,0,0,0,4,1,1,1,0,0.03333333333333333,0.25,1,0.6504329004329004,0.2253886010362694,0.25,0.25,1,2,3,1,Replen,1,0,0,0.6545396560788751,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
69,1425210,682772,s,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_008,0,1,0,3,26,5,5,2,1,0.1666666666666667,0.1923076923076923,1,0.6492521367521368,0.1994818652849741,0.6666666666666666,0.1923076923076923,6,2,3,3,Replen,3,0,0,0.7044992026633841,3,2025-12-03,bk_ebo_008,1,NON EOSS,3.0
70,1425245,682772,2xl,oversized fit,hoodies,bewakoof,female-hoodies,bk_ebo_008,0,0,0,0,12,1,1,0,0,0.03333333333333333,0.08333333333333333,1,0.6492521367521368,0.09585492227979274,0.3333333333333333,0.08333333333333333,1,1,1,1,Replen,1,0,0,0.7444600409763272,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
71,1407053,671277,2xl,regular fit,jackets,bewakoof air,male-jackets,bk_ebo_008,1,0,0,0,8,0,0,0,0,0.0,0.0,1,0.6435897435897435,0.09210526315789473,0.1666666666666667,0.05927800269905532,19,1,1,1,Replen,1,0,0,0.191870584054457,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
72,1430496,684855,m,oversized fit,t-shirts,bewakoof,female-t-shirts,bk_ebo_008,3,2,0,6,9,4,3,1,0,0.1,0.3333333333333333,1,0.6166666666666667,0.2722772277227723,0.3333333333333333,0.3333333333333333,4,3,4,4,Replen,4,0,0,0.2484840544172527,4,2025-12-03,bk_ebo_008,1,NON EOSS,4.0
73,1244646,597129,xl,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_008,0,0,0,0,4,1,1,1,0,0.03333333333333333,0.25,1,0.6023809523809524,0.1524064171122995,0.4444444444444444,0.25,10,2,2,2,Replen,2,0,0,0.6380694907998185,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
74,1244620,597129,s,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_008,4,0,0,0,21,4,3,2,0,0.1,0.1428571428571428,1,0.6023809523809524,0.2058823529411765,0.6666666666666666,0.1428571428571428,18,1,2,2,Replen,2,0,0,0.6425872083812239,2,2025-12-03,bk_ebo_008,1,NON EOSS,2.0
75,1244654,597129,2xl,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_008,0,1,0,0,7,1,1,1,1,0.03333333333333333,0.1428571428571428,1,0.6023809523809524,0.09893048128342245,0.5,0.1428571428571428,83,1,1,1,Replen,1,0,0,0.6471049259626291,1,2025-12-03,bk_ebo_008,1,NON EOSS,1.0
76,1425122,682757,l,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_008,0,0,3,0,13,3,2,0,0,0.06666666666666667,0.1538461538461539,0,0.5842555105713,0.232620320855615,1.0,0.1538461538461539,30,2,3,3,Replen,3,0,0,0.6593490989973612,3,2025-12-03,bk_ebo_008,0,NON EOSS,3.0
77,1425132,682757,3xl,oversized fit,hoodies,bewakoof,male-hoodies,bk_ebo_008,0,0,1,0,9,1,1,0,0,0.03333333333333333,0.1111111111111111,0,0.5842555105713,0.06149732620320855,0.4,0.1111111111111111,6,1,1,1,Replen,1,0,0,0.6628628793384541,1,2025-12-03,bk_ebo_008,0,NON EOSS,1.0
