iter	RMSE
118	0.04027881341
119	0.03969398724
120	0.03914700447
121	0.03895058037
122	0.03862006335
123	0.03840482434
124	0.03794239979
125	0.03764099374
126	0.03732042947
127	0.03692721538
128	0.03633690381
129	0.03616737299
130	0.03591958507
131	0.03529329038
132	0.0348002745
133	0.03445807913
134	0.03433348246
135	0.03421100804
136	0.03380710631
137	0.03345887761
138	0.03330568828
139	0.03320641222
140	0.0327836432
141	0.03222486052
142	0.0319070941
143	0.03149810783
144	0.03137210428
145	0.03124258582
146	0.03109123485
147	0.03069837808
148	0.03036461271
149	0.02996075378
150	0.02959041673
151	0.02952288241
152	0.02926467019
153	0.02903935986
154	0.02893421399
155	0.0288246681
156	0.02868119536
157	0.02852554575
158	0.02844517177
159	0.02839712896
160	0.02803788459
161	0.02792101511
162	0.027741811
163	0.02764203229
164	0.02735902575
165	0.02728085493
166	0.02692244798
167	0.02677474281
168	0.02650073488
169	0.02615625239
170	0.02593916113
171	0.02583183916
172	0.02570867333
173	0.02549881101
174	0.02540232545
175	0.02500947906
176	0.02483509699
177	0.02466940402
178	0.02438189405
179	0.02434131683
180	0.02423081448
181	0.02399661932
182	0.02392146605
183	0.02386926867
184	0.02383825261
185	0.02364820561
186	0.02339232858
187	0.02335686499
188	0.02310918912
189	0.02283150075
190	0.02275079366
191	0.02268063651
192	0.02245191921
193	0.0224228027
194	0.02238226329
195	0.02235100993
196	0.02232616184
197	0.02229905625
198	0.02208741914
199	0.02193762215
200	0.02174487342
201	0.0215965233
202	0.02140921724
203	0.02134584709
204	0.02131714732
205	0.02115488222
206	0.02106024687
207	0.0208642995
208	0.02072560034
209	0.02050631873
210	0.02046934928
211	0.02025921846
212	0.02005241898
213	0.01997294582
214	0.01988938477
215	0.01972421687
216	0.01949532218
217	0.01947217763
218	0.01938066731
219	0.01935071049
220	0.01926381141
221	0.01924393936
222	0.01922455444
223	0.01900799385
224	0.01892538385
225	0.01889765183
226	0.01880084141
227	0.01865236448
228	0.01864142641
229	0.01844591309
230	0.01834107713
231	0.01832668385
232	0.01831564473
233	0.01824380521
234	0.01809312036
235	0.01796112676
236	0.01782659439
237	0.01772064262
238	0.01771157129
239	0.01768882416
240	0.01757898404
241	0.01745931719
242	0.01727724347
243	0.0171282829
244	0.01711314637
245	0.01700368025
246	0.01698724731
247	0.0168881081
248	0.01679505975
249	0.01662787803
250	0.01652536684
251	0.01644594825
252	0.0164346959
253	0.01633080892
254	0.01624476212
255	0.016230792
256	0.01613814975
257	0.01597939493
258	0.01584739639
259	0.01576887883
260	0.01567428871
261	0.01561327145
262	0.01553281482
263	0.01545320651
264	0.01537771712
265	0.01530827277
266	0.01518761077
267	0.01512405397
268	0.01506059881
269	0.01498381925
270	0.01491974991
271	0.0147758628
272	0.01465650297
273	0.01461537571
274	0.01456481537
275	0.01446995387
276	0.01443132904
277	0.01429848492
278	0.01425420112
279	0.01414361313
280	0.01410142642
281	0.01397871976
282	0.01390737403
283	0.0138147536
284	0.01369359411
285	0.01362091483
286	0.01356899797
287	0.0135343477
288	0.01350087384
289	0.01344617703
290	0.01338116993
291	0.01319556044
292	0.01315807203
293	0.01309839146
294	0.01305730947
295	0.0128813402
296	0.01284556482
297	0.01280715179
298	0.01273472645
299	0.01267531878
300	0.01251038718
301	0.01248669289
302	0.01242520082
303	0.01238841588
304	0.01233574715
305	0.01221870429
306	0.01218139293
307	0.0121207417
308	0.01197138545
309	0.01189532221
310	0.01183921637
311	0.01180638157
312	0.01168934541
313	0.01165956013
314	0.01163137011
315	0.01160426626
316	0.01157510513
317	0.01151957938
318	0.0114940341
319	0.01144746299
320	0.01136374013
321	0.01131231596
322	0.01122626487
323	0.01114804915
324	0.01111753125
325	0.01104274384
326	0.01101551125
327	0.01088340283
328	0.01078366042
329	0.0107378643
330	0.01068997398
331	0.01066417794
332	0.01057016448
333	0.01052501545
334	0.01048382371
335	0.01044067647
336	0.01040440321
337	0.01031025496
338	0.0102858593
339	0.0102522401
340	0.01016793778
341	0.01009588044
342	0.01000895779
343	0.009969330358
344	0.00988662528
345	0.009863111018
346	0.009807612224
347	0.009731899417
348	0.009656126809
349	0.009627751376
350	0.009553691338
351	0.009532589113
352	0.009435983832
353	0.009416143083
354	0.009392987005
355	0.009352266633
356	0.009295062621
357	0.009224605961
358	0.009186136421
359	0.009118926295
360	0.009112679352
361	0.009093585876
362	0.009057627433
363	0.008969147499
364	0.008958964302
365	0.008938430291
366	0.008903245577
367	0.008883142805
368	0.008868339801
369	0.008806861121
370	0.008771303573
371	0.008739237227
372	0.008707691362
373	0.00862630309
374	0.008595932276
375	0.008550003078
376	0.008528382049
377	0.008497121417
378	0.008425628157
379	0.008405168226
380	0.00837767531
381	0.00833775229
382	0.008270425515
383	0.008207067732
384	0.008177985812
385	0.008127108968
386	0.008110472352
387	0.008070856122
388	0.008041180318
389	0.007975073786
390	0.007960518871
391	0.007904018589
392	0.007886575069
393	0.007859322537
394	0.007855139569
395	0.007820019896
396	0.007795316028
397	0.007785334828
398	0.007771897649
399	0.007764658001
400	0.007749459757
401	0.007733902611
402	0.007726849292
403	0.007719303536
404	0.007690090752
405	0.007683337311
406	0.007651801391
407	0.007632433164
408	0.007622869958
409	0.007615442223
410	0.007561067071
411	0.007538337038
412	0.007521454342
413	0.007501679275
414	0.007494940383
415	0.007441986497
416	0.007432503083
417	0.00742335364
418	0.007414905108
419	0.007403277462
420	0.007378615939
421	0.007348450586
422	0.007339712419
423	0.00732547678
424	0.007317202073
425	0.00726024013
426	0.00722661703
427	0.007224967382
428	0.007201652826
429	0.007193745259
430	0.007147618658
431	0.007134341686
432	0.007131979055
433	0.007124832219
434	0.007118865945
435	0.007107834963
436	0.007083536158
437	0.007062403415
438	0.007043630564
439	0.007041399145
440	0.007018407534
441	0.007011401678
442	0.007004633099
443	0.006987083154
444	0.006969772011
445	0.006963158137
446	0.00694644352
447	0.006916551685
448	0.006913965295
449	0.006877157924
450	0.006849906604
451	0.006816458668
452	0.006806459084
453	0.00680443608
454	0.006787107712
455	0.006781953828
456	0.00677576928
457	0.006736544105
458	0.006707045639
459	0.006694391474
460	0.006678801532
461	0.006670759034
462	0.006626506205
463	0.00661206104
464	0.006599743272
465	0.006576626455
466	0.00656673971
467	0.006557924472
468	0.006549457116
469	0.006544404431
470	0.006524955354
471	0.006520747407
472	0.006502216762
473	0.00648453897
474	0.006461296866
475	0.006458609482
476	0.006422204771
477	0.006411538982
478	0.006400505713
479	0.006386913419
480	0.00637897403
481	0.006354688707
482	0.00633368452
483	0.006301802835
484	0.006279249908
485	0.006256417674
486	0.006241153693
487	0.006233732765
488	0.006226462348
489	0.006208460224
490	0.006201417841
491	0.00618709036
492	0.006162578422
493	0.006137474991
494	0.006124287562
495	0.006102818427
496	0.006090457158
497	0.006078493296
498	0.006072068185
499	0.006061724011
500	0.006050011675
501	0.006042738794
502	0.00602771983
503	0.006016023828
504	0.006014357705
505	0.0059986607
506	0.005986403595
507	0.00598029639
508	0.005952542633
509	0.005943457839
510	0.005927937428
511	0.005919601955
512	0.005900646679
513	0.005895263559
514	0.005870237161
515	0.005859546832
516	0.005856403887
517	0.005849678509
518	0.005847041306
519	0.005831251951
520	0.005800910702
521	0.005786023924
522	0.005775028508
523	0.005761098226
524	0.005747634732
525	0.005736782289
526	0.005727343808
527	0.005721188022
528	0.005712615792
529	0.005680706858
530	0.00565965124
531	0.005651647553
532	0.005647894605
533	0.005640259873
534	0.005635977656
535	0.005628281166
536	0.005611930104
537	0.005604127072
538	0.00559692745
539	0.005589777106
540	0.005583316374
541	0.00557055592
542	0.00555331462
543	0.00554111377
544	0.005522737381
545	0.005511009692
546	0.005497179988
547	0.00546782263
548	0.005458365714
549	0.005451425244
550	0.005442745594
551	0.005438570691
552	0.005426758611
553	0.005419032846
554	0.005399687727
555	0.005385175234
556	0.005379399921
557	0.00535833676
558	0.005347281197
559	0.005338204996
560	0.005328074843
561	0.005320815077
562	0.005294161989
563	0.005285267185
564	0.005279988755
565	0.005270689718
566	0.005258816168
567	0.005248751214
568	0.005230897963
569	0.005224869348
570	0.00522165647
571	0.005216436253
572	0.005202981264
573	0.005187206578
574	0.005177686806
575	0.005165480943
576	0.00515904676
577	0.005150661188
578	0.005132858818
579	0.005127049686
580	0.005121021462
581	0.005118171496
582	0.005110636838
583	0.005107692411
584	0.005090790117
585	0.005076152034
586	0.005044893245
587	0.005036109077
588	0.005026979736
589	0.005021741525
590	0.005006147196
591	0.004976743525
592	0.004975453966
593	0.004961730655
594	0.004950570442
595	0.004948309695
596	0.004921520869
597	0.004911455186
598	0.004895776497
599	0.004887545125
600	0.004869656784
601	0.004867999468
602	0.004865368972
603	0.004856627012
604	0.004843866917
605	0.004830221032
606	0.004823704416
607	0.004821877077
608	0.004819088162
609	0.004817881511
610	0.004806266914
611	0.004804364292
612	0.004786651192
613	0.004785424637
614	0.004764999208
615	0.004750059873
616	0.004737455924
617	0.004724604556
618	0.004713731243
619	0.004695020295
620	0.0046933709
621	0.00468870743
622	0.004684072534
623	0.004665831424
624	0.004652797385
625	0.004646444466
626	0.004645324653
627	0.004630827121
628	0.004629303017
629	0.004627833658
630	0.004615623886
631	0.004614208154
632	0.004599524393
633	0.004589642428
634	0.004571840453
635	0.004558340977
636	0.004556982772
637	0.004547475201
638	0.004536915175
639	0.004535599219
640	0.004524532274
641	0.00452040742
642	0.004504874936
643	0.004493305313
644	0.004478298866
645	0.004477045228
646	0.004469918981
647	0.00446871362
648	0.004461985197
649	0.004451386047
650	0.004450356969
651	0.004438233514
652	0.004430231769
653	0.004422117432
654	0.004409857247
655	0.00439810137
656	0.004389524187
657	0.004388512624
658	0.004378797418
659	0.004377653684
660	0.004365210299
661	0.004355469111
662	0.004348938196
663	0.004338796088
664	0.004328450445
665	0.004319408243
666	0.004312588111
667	0.004302752224
668	0.004294747389
669	0.004278319403
670	0.004266123717
671	0.004264788204
672	0.00424402254
673	0.004239483653
674	0.004221163929
675	0.004204790136
676	0.004195129474
677	0.004187641461
678	0.004186525418
679	0.00418074086
680	0.004172498146
681	0.004160892371
682	0.004153448723
683	0.004146602872
684	0.004139580439
685	0.004131987476
686	0.004125526049
687	0.004124423695
688	0.0041178861
689	0.004116814954
690	0.004106315814
691	0.004099989684
692	0.004088910066
693	0.004081301725
694	0.004071728426
695	0.004054605077
696	0.004044448645
697	0.004043383704
698	0.00403252774
699	0.004022174336
700	0.004008434618
701	0.003995390311
702	0.003989688201
703	0.003981242946
704	0.00397497492
705	0.003964344796
706	0.003959340995
707	0.003950482325
708	0.003941257991
709	0.003930987983
710	0.003922073611
711	0.003916115622
712	0.00390707436
713	0.003900095111
714	0.003898039654
715	0.003893921684
716	0.003891049986
717	0.003890051069
718	0.003885127338
719	0.003877678369
720	0.003867229034
721	0.003862438068
722	0.003856209071
723	0.003848661292
724	0.003843024068
725	0.003828414462
726	0.003827355245
727	0.003820251114
728	0.00381091965
729	0.003798444581
730	0.003793180373
731	0.003786913443
732	0.003781272383
733	0.003773068003
734	0.003768305936
735	0.00376192332
736	0.003750975708
737	0.003747162706
738	0.003739468551
739	0.003729158553
740	0.003717783747
741	0.003715446342
742	0.003708950152
743	0.003696880555
744	0.003696596846
745	0.003687032126
746	0.003676188784
747	0.003671269346
748	0.003663185573
749	0.003649521964
750	0.003639410188
751	0.003630399485
752	0.003627755233
753	0.003621542055
754	0.003613677648
755	0.003606278434
756	0.003600061701
757	0.003585912377
758	0.003577556641
759	0.003564360681
760	0.003564017483
761	0.003562715352
762	0.003553439643
763	0.0035459492
764	0.003538920544
765	0.003529499541
766	0.003522081082
767	0.00351075291
768	0.003497814168
769	0.003489278799
770	0.003489085436
771	0.003476027547
772	0.003469721759
773	0.003461245219
774	0.003452615304
775	0.00344719491
776	0.003441597495
777	0.003438078027
778	0.00343171365
779	0.003425949593
780	0.003417120979
781	0.003403575525
782	0.003397003747
783	0.003392576209
784	0.003390487072
785	0.00338147158
786	0.003375737505
787	0.003370470796
788	0.003364722998
789	0.003355441568
790	0.003345667421
791	0.003344117298
792	0.00333916787
793	0.003333852059
794	0.003325735524
795	0.003324623657
796	0.003319270379
797	0.003314992396
798	0.003306662012
799	0.003300282301
800	0.003293020261
801	0.003287746965
802	0.003282580842
803	0.003282354383
804	0.003274638976
805	0.003268080959
806	0.00326361793
807	0.003258833783
808	0.003258614333
809	0.003252708207
810	0.003249680719
811	0.003244805162
812	0.003240284481
813	0.00323497975
814	0.003228365705
815	0.003225117897
816	0.003213014867
817	0.003212357853
818	0.003206241966
819	0.003206097342
820	0.003198824633
821	0.003194204994
822	0.003193505429
823	0.00319168978
824	0.003180412005
825	0.003174896887
826	0.003169109861
827	0.003168943505
828	0.003163433921
829	0.003159094428
830	0.003156183151
831	0.003151251275
832	0.003145165559
833	0.003145028155
834	0.003134159819
835	0.00312732973
836	0.003122257555
837	0.003113231939
838	0.003106542628
839	0.003102721436
840	0.00309797125
841	0.003097108852
842	0.003091002542
843	0.003086456616
844	0.003082706453
845	0.003075036989
846	0.003072087675
847	0.003071354424
848	0.003064174878
849	0.003059949314
850	0.003054812621
851	0.003049728527
852	0.003045371359
853	0.003042721987
854	0.003036781451
855	0.003031479432
856	0.003027194975
857	0.003022720674
858	0.003020766553
859	0.003015242531
860	0.003012696702
861	0.003011508964
862	0.003004106923
863	0.003003421986
864	0.002998775828
865	0.002994655407
866	0.002989511358
867	0.00298473251
868	0.00298170428
869	0.002980812091
870	0.002976221536
871	0.002967198342
872	0.002964103166
873	0.002960427476
874	0.002959752494
875	0.002955243636
876	0.002951074253
877	0.002945520546
878	0.002941550358
879	0.002936426687
880	0.002934122781
881	0.002931572743
882	0.002924059493
883	0.002919438005
884	0.002909652327
885	0.002901319028
886	0.002896340066
887	0.002893499251
888	0.002888967783
889	0.002884925325
890	0.002878706349
891	0.002869558162
892	0.002865800422
893	0.002862766898
894	0.002860318783
895	0.002854349013
896	0.002849284444
897	0.002845745736
898	0.002839506321
899	0.002831720503
900	0.002823209091
901	0.002819840353
902	0.002817522068
903	0.002812780872
904	0.002810066618
905	0.002804207414
906	0.002799125041
907	0.002795644541
908	0.002793097734
909	0.002790249274
910	0.002784605428
911	0.002780868611
912	0.002777027818
913	0.00277386269
914	0.002771596519
915	0.002769706027
916	0.002767643618
917	0.002765669971
918	0.002763897566
919	0.002760298668
920	0.002754716245
921	0.002749487145
922	0.002747183678
923	0.002743286095
924	0.002738000924
925	0.002734310508
926	0.002732690242
927	0.002729364246
928	0.002726961313
929	0.002722499581
930	0.002721184823
931	0.002717647365
932	0.002709359443
933	0.002706628305
934	0.002704192671
935	0.002699864352
936	0.002695079268
937	0.002692085536
938	0.002689721792
939	0.002685833207
940	0.002683017139
941	0.002675118177
942	0.002670939826
943	0.002668412788
944	0.002664923199
945	0.002663162844
946	0.002657640712
947	0.00265266033
948	0.002648242522
949	0.00264260936
950	0.002638731206
951	0.002635418419
952	0.002629256688
953	0.00262258355
954	0.002622257524
955	0.002622086159
956	0.002615720891
957	0.002611367647
958	0.002608267964
959	0.00260420158
960	0.002600839192
961	0.002599074031
962	0.002598090092
963	0.002595634089
964	0.002591250767
965	0.002589640739
966	0.002587929985
967	0.002582006837
968	0.002580125232
969	0.002579212992
970	0.002577613181
971	0.002572916254
972	0.002568599741
973	0.002564731148
974	0.002561689316
975	0.002556433052
976	0.002552063834
977	0.002548832001
978	0.00254821872
979	0.002542434703
980	0.002537576039
981	0.002532181131
982	0.002528932239
983	0.002527998737
984	0.002524593336
985	0.002520569343
986	0.002515886073
987	0.002512129766
988	0.00251196746
989	0.002507807564
990	0.002506948254
991	0.002503043483
992	0.002500422134
993	0.002496522548
994	0.002490597861
995	0.002487564863
996	0.002484510162
997	0.002480152039
998	0.002476354535
999	0.002472572244
